date,day_of_week,month,bus_riders,resident_students,lunch_meals,dinner_meals,bus_riders_1days_ago,lunch_meals_1days_ago,dinner_meals_1days_ago,bus_riders_2days_ago,lunch_meals_2days_ago,dinner_meals_2days_ago,bus_riders_3days_ago,lunch_meals_3days_ago,dinner_meals_3days_ago
2023-10-24,1,10,674,199,590,179,809.0,669.0,177.0,896.0,751.0,208.0,686.0,585.0,157.0
2023-10-25,2,10,739,231,647,197,674.0,590.0,179.0,809.0,669.0,177.0,896.0,751.0,208.0
2023-10-26,3,10,733,236,647,177,739.0,647.0,197.0,674.0,590.0,179.0,809.0,669.0,177.0
2023-10-27,4,10,680,193,549,117,733.0,647.0,177.0,739.0,647.0,197.0,674.0,590.0,179.0
2023-10-29,6,10,841,242,723,173,680.0,549.0,117.0,733.0,647.0,177.0,739.0,647.0,197.0
2023-10-30,0,10,687,212,596,170,841.0,723.0,173.0,680.0,549.0,117.0,733.0,647.0,177.0
2023-10-31,1,10,657,184,561,154,687.0,596.0,170.0,841.0,723.0,173.0,680.0,549.0,117.0
2023-11-02,3,11,718,235,592,192,657.0,561.0,154.0,687.0,596.0,170.0,841.0,723.0,173.0
2023-11-03,4,11,658,200,545,151,718.0,592.0,192.0,657.0,561.0,154.0,687.0,596.0,170.0
2023-11-05,6,11,647,207,576,149,658.0,545.0,151.0,718.0,592.0,192.0,657.0,561.0,154.0
2023-11-06,0,11,730,209,616,170,647.0,576.0,149.0,658.0,545.0,151.0,718.0,592.0,192.0
2023-11-07,1,11,722,187,689,158,730.0,616.0,170.0,647.0,576.0,149.0,658.0,545.0,151.0
2023-11-08,2,11,727,213,632,187,722.0,689.0,158.0,730.0,616.0,170.0,647.0,576.0,149.0
2023-11-09,3,11,627,194,539,161,727.0,632.0,187.0,722.0,689.0,158.0,730.0,616.0,170.0
2023-11-10,4,11,647,198,537,128,627.0,539.0,161.0,727.0,632.0,187.0,722.0,689.0,158.0
2023-11-12,6,11,803,255,678,185,647.0,537.0,128.0,627.0,539.0,161.0,727.0,632.0,187.0
2023-11-13,0,11,742,244,650,193,803.0,678.0,185.0,647.0,537.0,128.0,627.0,539.0,161.0
2023-11-14,1,11,650,176,576,164,742.0,650.0,193.0,803.0,678.0,185.0,647.0,537.0,128.0
2023-11-15,2,11,733,201,656,153,650.0,576.0,164.0,742.0,650.0,193.0,803.0,678.0,185.0
2023-11-16,3,11,666,188,569,152,733.0,656.0,153.0,650.0,576.0,164.0,742.0,650.0,193.0
2023-11-17,4,11,671,198,552,137,666.0,569.0,152.0,733.0,656.0,153.0,650.0,576.0,164.0
2023-11-19,6,11,739,224,673,177,671.0,552.0,137.0,666.0,569.0,152.0,733.0,656.0,153.0
2023-11-20,0,11,738,221,610,146,739.0,673.0,177.0,671.0,552.0,137.0,666.0,569.0,152.0
2023-11-21,1,11,693,227,593,190,738.0,610.0,146.0,739.0,673.0,177.0,671.0,552.0,137.0
2023-11-22,2,11,709,218,611,195,693.0,593.0,190.0,738.0,610.0,146.0,739.0,673.0,177.0
2023-11-23,3,11,743,237,577,181,709.0,611.0,195.0,693.0,593.0,190.0,738.0,610.0,146.0
2023-11-24,4,11,737,192,592,133,743.0,577.0,181.0,709.0,611.0,195.0,693.0,593.0,190.0
2023-11-26,6,11,783,220,634,141,737.0,592.0,133.0,743.0,577.0,181.0,709.0,611.0,195.0
2023-11-27,0,11,719,211,664,151,783.0,634.0,141.0,737.0,592.0,133.0,743.0,577.0,181.0
2023-11-28,1,11,859,256,735,208,719.0,664.0,151.0,783.0,634.0,141.0,737.0,592.0,133.0
2023-11-29,2,11,719,209,593,169,859.0,735.0,208.0,719.0,664.0,151.0,783.0,634.0,141.0
2023-11-30,3,11,724,211,587,177,719.0,593.0,169.0,859.0,735.0,208.0,719.0,664.0,151.0
2023-12-01,4,12,599,184,479,124,724.0,587.0,177.0,719.0,593.0,169.0,859.0,735.0,208.0
2023-12-03,6,12,704,212,668,147,599.0,479.0,124.0,724.0,587.0,177.0,719.0,593.0,169.0
2023-12-04,0,12,729,219,602,152,704.0,668.0,147.0,599.0,479.0,124.0,724.0,587.0,177.0
2023-12-05,1,12,678,204,592,191,729.0,602.0,152.0,704.0,668.0,147.0,599.0,479.0,124.0
2023-12-06,2,12,737,225,631,192,678.0,592.0,191.0,729.0,602.0,152.0,704.0,668.0,147.0
2023-12-07,3,12,664,208,553,179,737.0,631.0,192.0,678.0,592.0,191.0,729.0,602.0,152.0
2023-12-08,4,12,783,189,629,151,664.0,553.0,179.0,737.0,631.0,192.0,678.0,592.0,191.0
2023-12-10,6,12,845,246,725,177,783.0,629.0,151.0,664.0,553.0,179.0,737.0,631.0,192.0
2023-12-13,2,12,731,231,598,182,845.0,725.0,177.0,783.0,629.0,151.0,664.0,553.0,179.0
2023-12-14,3,12,691,200,570,146,731.0,598.0,182.0,845.0,725.0,177.0,783.0,629.0,151.0
2023-12-15,4,12,608,187,493,146,691.0,570.0,146.0,731.0,598.0,182.0,845.0,725.0,177.0
2023-12-17,6,12,738,208,655,147,608.0,493.0,146.0,691.0,570.0,146.0,731.0,598.0,182.0
2023-12-18,0,12,841,271,701,206,738.0,655.0,147.0,608.0,493.0,146.0,691.0,570.0,146.0
2023-12-19,1,12,781,206,704,171,841.0,701.0,206.0,738.0,655.0,147.0,608.0,493.0,146.0
2023-12-20,2,12,698,215,606,168,781.0,704.0,171.0,841.0,701.0,206.0,738.0,655.0,147.0
2023-12-21,3,12,679,217,559,209,698.0,606.0,168.0,781.0,704.0,171.0,841.0,701.0,206.0
2023-12-22,4,12,683,188,582,139,679.0,559.0,209.0,698.0,606.0,168.0,781.0,704.0,171.0
2023-12-24,6,12,689,214,603,164,683.0,582.0,139.0,679.0,559.0,209.0,698.0,606.0,168.0
2023-12-25,0,12,674,198,578,155,689.0,603.0,164.0,683.0,582.0,139.0,679.0,559.0,209.0
2023-12-26,1,12,781,223,692,208,674.0,578.0,155.0,689.0,603.0,164.0,683.0,582.0,139.0
2023-12-27,2,12,753,207,691,184,781.0,692.0,208.0,674.0,578.0,155.0,689.0,603.0,164.0
2023-12-28,3,12,611,165,499,137,753.0,691.0,184.0,781.0,692.0,208.0,674.0,578.0,155.0
2023-12-29,4,12,676,200,565,157,611.0,499.0,137.0,753.0,691.0,184.0,781.0,692.0,208.0
2023-12-31,6,12,713,192,706,150,676.0,565.0,157.0,611.0,499.0,137.0,753.0,691.0,184.0
