date,day_of_week,month,bus_riders,resident_students,lunch_meals,dinner_meals,bus_riders_1days_ago,lunch_meals_1days_ago,dinner_meals_1days_ago,bus_riders_2days_ago,lunch_meals_2days_ago,dinner_meals_2days_ago,bus_riders_3days_ago,lunch_meals_3days_ago,dinner_meals_3days_ago
2023-10-23,0,10,698,211,602,147,754.0,669.0,129.0,692.0,599.0,158.0,649.0,537.0,145.0
2023-10-24,1,10,817,284,790,241,698.0,602.0,147.0,754.0,669.0,129.0,692.0,599.0,158.0
2023-10-25,2,10,745,231,656,187,817.0,790.0,241.0,698.0,602.0,147.0,754.0,669.0,129.0
2023-10-26,3,10,645,190,545,158,745.0,656.0,187.0,817.0,790.0,241.0,698.0,602.0,147.0
2023-10-27,4,10,741,245,629,167,645.0,545.0,158.0,745.0,656.0,187.0,817.0,790.0,241.0
2023-10-29,6,10,858,268,772,156,741.0,629.0,167.0,645.0,545.0,158.0,745.0,656.0,187.0
2023-10-30,0,10,762,215,660,143,858.0,772.0,156.0,741.0,629.0,167.0,645.0,545.0,158.0
2023-10-31,1,10,684,205,592,172,762.0,660.0,143.0,858.0,772.0,156.0,741.0,629.0,167.0
2023-11-02,3,11,703,201,582,163,684.0,592.0,172.0,762.0,660.0,143.0,858.0,772.0,156.0
2023-11-03,4,11,739,205,611,140,703.0,582.0,163.0,684.0,592.0,172.0,762.0,660.0,143.0
2023-11-05,6,11,727,241,622,153,739.0,611.0,140.0,703.0,582.0,163.0,684.0,592.0,172.0
2023-11-06,0,11,766,244,664,169,727.0,622.0,153.0,739.0,611.0,140.0,703.0,582.0,163.0
2023-11-07,1,11,764,226,620,194,766.0,664.0,169.0,727.0,622.0,153.0,739.0,611.0,140.0
2023-11-08,2,11,686,203,575,194,764.0,620.0,194.0,766.0,664.0,169.0,727.0,622.0,153.0
2023-11-09,3,11,725,190,655,155,686.0,575.0,194.0,764.0,620.0,194.0,766.0,664.0,169.0
2023-11-10,4,11,516,159,428,106,725.0,655.0,155.0,686.0,575.0,194.0,764.0,620.0,194.0
2023-11-12,6,11,673,208,577,147,516.0,428.0,106.0,725.0,655.0,155.0,686.0,575.0,194.0
2023-11-13,0,11,679,211,578,162,673.0,577.0,147.0,516.0,428.0,106.0,725.0,655.0,155.0
2023-11-14,1,11,648,194,555,152,679.0,578.0,162.0,673.0,577.0,147.0,516.0,428.0,106.0
2023-11-15,2,11,785,257,694,237,648.0,555.0,152.0,679.0,578.0,162.0,673.0,577.0,147.0
2023-11-16,3,11,676,207,580,169,785.0,694.0,237.0,648.0,555.0,152.0,679.0,578.0,162.0
2023-11-17,4,11,661,189,520,137,676.0,580.0,169.0,785.0,694.0,237.0,648.0,555.0,152.0
2023-11-19,6,11,753,229,662,147,661.0,520.0,137.0,676.0,580.0,169.0,785.0,694.0,237.0
2023-11-20,0,11,809,254,699,173,753.0,662.0,147.0,661.0,520.0,137.0,676.0,580.0,169.0
2023-11-21,1,11,649,173,521,155,809.0,699.0,173.0,753.0,662.0,147.0,661.0,520.0,137.0
2023-11-22,2,11,803,209,704,170,649.0,521.0,155.0,809.0,699.0,173.0,753.0,662.0,147.0
2023-11-23,3,11,700,201,588,142,803.0,704.0,170.0,649.0,521.0,155.0,809.0,699.0,173.0
2023-11-24,4,11,619,188,504,141,700.0,588.0,142.0,803.0,704.0,170.0,649.0,521.0,155.0
2023-11-26,6,11,795,247,712,205,619.0,504.0,141.0,700.0,588.0,142.0,803.0,704.0,170.0
2023-11-27,0,11,753,237,648,175,795.0,712.0,205.0,619.0,504.0,141.0,700.0,588.0,142.0
2023-11-28,1,11,717,228,608,154,753.0,648.0,175.0,795.0,712.0,205.0,619.0,504.0,141.0
2023-11-29,2,11,726,209,594,150,717.0,608.0,154.0,753.0,648.0,175.0,795.0,712.0,205.0
2023-11-30,3,11,698,212,576,186,726.0,594.0,150.0,717.0,608.0,154.0,753.0,648.0,175.0
2023-12-01,4,12,697,195,580,128,698.0,576.0,186.0,726.0,594.0,150.0,717.0,608.0,154.0
2023-12-03,6,12,793,242,819,138,697.0,580.0,128.0,698.0,576.0,186.0,726.0,594.0,150.0
2023-12-04,0,12,811,225,679,182,793.0,819.0,138.0,697.0,580.0,128.0,698.0,576.0,186.0
2023-12-05,1,12,658,208,531,169,811.0,679.0,182.0,793.0,819.0,138.0,697.0,580.0,128.0
2023-12-06,2,12,829,241,716,222,658.0,531.0,169.0,811.0,679.0,182.0,793.0,819.0,138.0
2023-12-07,3,12,614,163,517,135,829.0,716.0,222.0,658.0,531.0,169.0,811.0,679.0,182.0
2023-12-08,4,12,696,216,615,144,614.0,517.0,135.0,829.0,716.0,222.0,658.0,531.0,169.0
2023-12-10,6,12,776,245,673,174,696.0,615.0,144.0,614.0,517.0,135.0,829.0,716.0,222.0
2023-12-13,2,12,720,224,608,202,776.0,673.0,174.0,696.0,615.0,144.0,614.0,517.0,135.0
2023-12-14,3,12,673,215,569,183,720.0,608.0,202.0,776.0,673.0,174.0,696.0,615.0,144.0
2023-12-15,4,12,701,222,561,152,673.0,569.0,183.0,720.0,608.0,202.0,776.0,673.0,174.0
2023-12-17,6,12,700,192,625,141,701.0,561.0,152.0,673.0,569.0,183.0,720.0,608.0,202.0
2023-12-18,0,12,702,210,624,162,700.0,625.0,141.0,701.0,561.0,152.0,673.0,569.0,183.0
2023-12-19,1,12,746,215,634,188,702.0,624.0,162.0,700.0,625.0,141.0,701.0,561.0,152.0
2023-12-20,2,12,719,214,620,191,746.0,634.0,188.0,702.0,624.0,162.0,700.0,625.0,141.0
2023-12-21,3,12,689,214,616,188,719.0,620.0,191.0,746.0,634.0,188.0,702.0,624.0,162.0
2023-12-22,4,12,735,188,626,130,689.0,616.0,188.0,719.0,620.0,191.0,746.0,634.0,188.0
2023-12-24,6,12,751,210,684,153,735.0,626.0,130.0,689.0,616.0,188.0,719.0,620.0,191.0
2023-12-25,0,12,757,245,664,184,751.0,684.0,153.0,735.0,626.0,130.0,689.0,616.0,188.0
2023-12-26,1,12,777,223,644,174,757.0,664.0,184.0,751.0,684.0,153.0,735.0,626.0,130.0
2023-12-27,2,12,682,196,689,161,777.0,644.0,174.0,757.0,664.0,184.0,751.0,684.0,153.0
2023-12-28,3,12,724,192,598,157,682.0,689.0,161.0,777.0,644.0,174.0,757.0,664.0,184.0
2023-12-29,4,12,709,232,605,169,724.0,598.0,157.0,682.0,689.0,161.0,777.0,644.0,174.0
2023-12-31,6,12,768,210,669,141,709.0,605.0,169.0,724.0,598.0,157.0,682.0,689.0,161.0
